type,artist,song_title,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
hiphop,Big Sean,All Your Fault,54,0.321,0.609,224387,0.738,0,0.232,-4.444,0,0.357,199.915,0.525
hiphop,Trey Songz,Can't Be Friends,59,0.0643,0.451,220373,0.588,0,0.171,-7.973,0,0.2,171.849,0.332
hiphop,DMX,Who We Be,59,0.146,0.572,289600,0.878,0,0.314,-4.076,1,0.281,165.432,0.578
hiphop,Rilès,Marijuana,68,0.671,0.769,162160,0.304,0,0.133,-7.579,0,0.0535,142.006,0.43
hiphop,Brother Ali,Forest Whitiker,54,0.0446,0.771,180067,0.513,0,0.0664,-3.569,0,0.221,87.021,0.652
hiphop,Janelle Monáe,I Got The Juice (feat. Pharrell Williams),61,0.0758,0.922,226288,0.485,3.39E-05,0.601,-7.259,1,0.096,120.156,0.395
hiphop,Tee Grizzley,Don't Even Trip (feat. Moneybagg Yo),54,0.00372,0.756,256000,0.637,0.000455,0.325,-6.211,1,0.251,149.989,0.311
hiphop,Earl Sweatshirt,AM // Radio,53,0.162,0.47,242547,0.389,0.00718,0.225,-7.532,1,0.0725,82.365,0.524
hiphop,Ms. Lauryn Hill,To Zion,62,0.127,0.41,369293,0.601,0,0.112,-10.714,1,0.504,173.273,0.516
hiphop,Arizona Zervas,Parted Ways,56,0.131,0.856,205714,0.323,0.000122,0.0876,-7.634,1,0.0745,132.937,0.0731
hiphop,Rich Brian,Chaos,56,0.0115,0.809,132038,0.581,0.000513,0.345,-8.294,0,0.195,149.949,0.369
hiphop,Aaliyah,I Don't Wanna,58,0.537,0.705,255093,0.572,0,0.226,-5.603,0,0.0349,129.999,0.653
hiphop,Noname,Sunny Duet (feat. the Mind),57,0.775,0.56,162490,0.463,0,0.128,-9.601,1,0.421,155.711,0.896
hiphop,A$AP Mob,Money Man,55,0.135,0.845,212120,0.735,0,0.147,-6.077,1,0.302,129.993,0.45
hiphop,Mike Stud,Jack Daniels,59,0.564,0.692,206027,0.552,0.0289,0.158,-8.265,0,0.0473,80.026,0.363
hiphop,Daddy Yankee,Sígueme Y Te Sigo,67,0.0641,0.734,209787,0.884,2.85E-05,0.732,-3.619,1,0.0418,100.016,0.667
hiphop,DJ Luke Nasty,OTW,53,0.0143,0.743,219512,0.651,0,0.079,-5.974,1,0.0646,82.022,0.467
hiphop,Terror Reid,Uppercuts,61,0.0185,0.544,180000,0.812,0,0.481,-6.431,1,0.393,183.529,0.678
hiphop,Yo Gotti,Act Right,55,0.146,0.885,250773,0.615,0,0.0651,-6.714,1,0.123,97.999,0.598
hiphop,Felly,Pretty Girl,52,0.261,0.798,191633,0.523,0,0.105,-5.085,1,0.0536,124.999,0.409
hiphop,Tyga,Temperature,64,0.36,0.864,200009,0.587,5.89E-05,0.0909,-4.504,0,0.0985,96.033,0.539
hiphop,Nas,Memory Lane (Sittin' in da Park),56,0.31,0.648,248213,0.841,0,0.136,-4.322,1,0.212,89.564,0.624
hiphop,Fetty Wap,Love The Way,54,0.141,0.659,226161,0.594,0,0.192,-6.803,1,0.0387,153.987,0.296
hiphop,Birdman,Money To Blow - Street Version,54,0.0103,0.709,258587,0.562,0,0.347,-8.707,1,0.0675,133.023,0.663
hiphop,Eminem,Say What You Say,59,0.189,0.909,309867,0.548,0,0.153,-3.664,1,0.412,113.358,0.42
hiphop,G-Eazy,Leviathan,59,0.0277,0.663,227027,0.51,0,0.27,-8.823,1,0.192,96.223,0.131
hiphop,Mickey Singh,Yarri Yeah (feat. Nani Anjali),59,0.00705,0.665,238667,0.7,3.14E-06,0.357,-4.475,0,0.0378,90.007,0.411
hiphop,Frank Ocean,Facebook Story,59,0.878,0.632,68588,0.18,0,0.249,-20.55,1,0.685,85.004,0.704
hiphop,BROCKHAMPTON,MICHIGAN,56,0.396,0.695,183562,0.394,8.59E-05,0.103,-11.703,1,0.0639,139.054,0.196
hiphop,NAV,Did You See NAV?,56,0.0122,0.883,217187,0.455,7.00E-05,0.114,-8.338,1,0.0667,130.442,0.129
hiphop,Kevin Gates,Pourin the Syrup,52,0.296,0.78,229435,0.816,0,0.139,-5.318,0,0.288,119.975,0.555
hiphop,Jeremih,Pass Dat,58,0.553,0.888,173840,0.516,0.0413,0.111,-4.802,1,0.0997,127.979,0.23
hiphop,Wale,Bad (feat. Tiara Thomas),56,0.015,0.867,255693,0.638,0,0.157,-6.657,0,0.0643,113.969,0.28
hiphop,Big K.R.I.T.,Learned From Texas,53,0.0479,0.782,192875,0.751,0,0.0615,-4.995,1,0.12,128.079,0.572
hiphop,Big K.R.I.T.,Mixed Messages,54,0.0486,0.72,266978,0.691,2.16E-05,0.174,-6.266,1,0.0328,115.966,0.34
hiphop,Mike WiLL Made-It,Grown up Fairy Tales (feat. Chance the Rapper & Jeremih),53,0.757,0.509,234023,0.59,0,0.152,-6.523,1,0.114,160.25,0.443
hiphop,Young Thug,Chains Choking Me (feat. Gunna),56,0.0123,0.722,181453,0.482,0,0.112,-11.249,1,0.325,81.735,0.0842
hiphop,KRS-One,Step into a World (Rapture's Delight),56,0.00763,0.803,289907,0.806,0.00536,0.101,-7.805,1,0.265,94.993,0.618
hiphop,Future,Rich $ex,55,0.148,0.758,240160,0.482,6.88E-06,0.135,-11.202,0,0.168,111.896,0.0977
hiphop,"Tyler, The Creator",48,55,0.132,0.558,247293,0.887,0,0.89,-8.083,1,0.276,119.893,0.535
hiphop,KEY,Love On Ice (feat. 6LACK),56,0.0423,0.915,195918,0.571,0.000929,0.218,-7.124,0,0.116,146.97,0.391
hiphop,Action Bronson,Swerve On Em (feat. A$AP Rocky),54,0.284,0.629,171892,0.845,0,0.386,-6.098,0,0.333,147.983,0.482
hiphop,Meek Mill,Outro (feat. Lil Snupe & French Montana),56,0.0195,0.494,298079,0.664,0,0.109,-5.65,1,0.231,127.55,0.131
hiphop,Mac Miller,When In Rome,55,0.0513,0.837,223120,0.699,0,0.262,-4.301,0,0.074,124.04,0.216
hiphop,Kid Cudi,Ashin’ Kusher,54,0.736,0.86,228493,0.638,0.000708,0.105,-5.773,1,0.201,92.997,0.584
hiphop,NF,I Can Feel It,55,0.0754,0.64,233573,0.793,1.71E-05,0.107,-5.95,0,0.0623,119.961,0.177
hiphop,Eminem,"Bad Guys Always Die - From ""Wild Wild West"" Soundtrack",57,0.0249,0.722,279133,0.747,4.50E-06,0.197,-3.483,1,0.0509,95.866,0.343
hiphop,Young Thug,Stoner,53,0.421,0.876,240000,0.675,1.16E-06,0.0667,-3.28,0,0.146,135.959,0.606
hiphop,Die Antwoord,Baby's on Fire,65,0.0521,0.829,236840,0.844,0.00148,0.171,-4.329,0,0.0966,130.04,0.762
hiphop,6LACK,In Between (feat. BANKS) - Bonus,59,0.619,0.545,205500,0.573,0.00408,0.104,-6.007,1,0.246,118.07,0.344
hiphop,Gorillaz,Souk Eye,60,0.43,0.64,274760,0.853,0.711,0.156,-7.996,0,0.031,124.122,0.829
hiphop,The Roots,The Fire,60,0.177,0.673,221067,0.957,2.27E-05,0.534,-4.399,1,0.138,174.021,0.399
hiphop,Tech N9ne,So Dope (They Wanna),54,0.0561,0.775,259560,0.668,0,0.639,-9.61,1,0.154,120.028,0.3
hiphop,Yo Gotti,King Sh*t,56,0.0103,0.878,211187,0.741,0.000148,0.104,-3.908,1,0.219,156.008,0.627
hiphop,Shy Glizzy,Loving Me,58,0.0899,0.799,194053,0.548,0,0.108,-5.849,1,0.07,141.977,0.606
hiphop,Kevin Gates,Thinking With My D**k (feat. Juciy J),52,0.0596,0.77,165315,0.699,1.65E-05,0.17,-6.59,1,0.199,81.003,0.696
hiphop,Future,Freak Hoe,55,0.0568,0.773,174733,0.605,0.0469,0.232,-6.951,0,0.136,168.025,0.266
hiphop,BJ The Chicago Kid,Church,56,0.0481,0.672,287333,0.569,0,0.295,-6.319,0,0.0624,95.971,0.46
hiphop,YFN Lucci,Letter from Lucci,54,0.27,0.848,284000,0.582,0,0.165,-7.313,0,0.154,103.01,0.656
hiphop,JAY Z,Can I Get A... - From The Rush Hour Soundtrack,54,0.12,0.791,311800,0.665,0.000161,0.0961,-9.496,0,0.352,177.097,0.792
hiphop,G Herbo,Wilt Chamberlin,57,0.315,0.66,148240,0.714,0,0.18,-5.41,0,0.269,79.954,0.541
hiphop,Night Lovell,RIP Trust,59,0.67,0.793,165231,0.625,4.75E-05,0.218,-6.726,1,0.072,130.047,0.181
hiphop,SAINt JHN,Selfish,58,0.377,0.691,234971,0.553,0.00409,0.108,-7.107,1,0.0341,102.045,0.158
hiphop,070 Shake,Accusations,58,0.453,0.901,279707,0.283,0.000111,0.0858,-10.156,0,0.0769,118.963,0.333
hiphop,bbno$,3mo,57,0.602,0.882,142921,0.451,1.41E-06,0.254,-12.689,1,0.379,88.984,0.476
hiphop,Shy Glizzy,Where We Come From (feat. YoungBoy Never Broke Again),57,0.233,0.588,211590,0.731,0,0.103,-7.256,1,0.246,90.652,0.777
hiphop,Key Glock,Prime,55,0.011,0.946,140813,0.552,0,0.0656,-8.662,1,0.432,128.053,0.383
hiphop,Nappy Roots,Good Day,55,0.57,0.859,261773,0.654,0.0147,0.498,-6.326,1,0.258,94.004,0.897
hiphop,Atmosphere,Sound Is Vibration,52,0.0315,0.779,237200,0.712,0,0.353,-9.162,1,0.357,88.042,0.495
hiphop,Ayo Jay,Your Number,63,0.534,0.588,204081,0.61,0,0.303,-5.008,0,0.234,99.926,0.645
hiphop,Phora,Loyalty,53,0.0102,0.752,227117,0.66,0,0.095,-4.424,0,0.233,116.079,0.2
hiphop,Vic Mensa,Coffee & Cigarettes,54,0.311,0.473,270400,0.638,0,0.0849,-8.186,1,0.125,147.768,0.253
hiphop,Noname,Blaxploitation,57,0.091,0.891,133057,0.827,1.53E-06,0.221,-6.139,1,0.351,100.987,0.861
hiphop,Chuuwee,See Today,54,0.00546,0.802,191999,0.461,7.31E-06,0.0931,-9.442,1,0.101,119.974,0.115
hiphop,Fat Joe,Make It Rain,52,0.0106,0.744,247413,0.697,0,0.0842,-5.063,0,0.197,149.28,0.767
hiphop,6 Dogs,Someone,57,0.228,0.673,185078,0.445,0.383,0.313,-10.325,0,0.0521,135.027,0.195
hiphop,BROCKHAMPTON,MILK,57,0.0392,0.594,295000,0.454,0.000954,0.32,-8.757,1,0.0473,75.012,0.28
hiphop,Kevin Gates,Plug Daughter,52,0.0337,0.794,143821,0.752,0.00753,0.137,-6.476,1,0.123,128.016,0.496
hiphop,Smino,Coupe Se' Yern,56,0.168,0.842,151144,0.535,1.02E-06,0.0927,-8.473,1,0.461,76.983,0.713
hiphop,Kevin Gates,Ain't Too Hard,52,0.369,0.535,205707,0.637,0,0.084,-6.799,1,0.311,80.775,0.384
hiphop,GAWVI,Fight For Me,55,0.32,0.683,203325,0.63,0,0.222,-5.146,1,0.0587,159.927,0.452
hiphop,Lil Xan,Far,59,0.0209,0.731,142853,0.587,0,0.117,-7.323,1,0.0565,136.001,0.545
hiphop,Vince Staples,Señorita,53,0.0495,0.77,188026,0.639,3.72E-05,0.331,-8.284,0,0.121,125,0.158
hiphop,070 Shake,Honey,63,0.0114,0.696,398106,0.667,0,0.181,-7.665,0,0.0407,121.932,0.287
hiphop,Eminem,If I Had,57,0.000627,0.791,245493,0.601,3.13E-05,0.107,-4.978,0,0.217,168.161,0.272
hiphop,Jagged Edge,Walked Outta Heaven,56,0.573,0.67,270880,0.616,0,0.0535,-6.123,1,0.225,120.129,0.523
hiphop,KYLE,To The Moon,56,0.0775,0.83,171800,0.486,4.63E-06,0.0888,-6.471,1,0.0446,123.957,0.179
hiphop,Shoreline Mafia,Pack Em,54,0.223,0.781,205672,0.417,0,0.0746,-9.036,0,0.146,95.002,0.166
hiphop,Bazanji,23 Freestyle,59,0.107,0.705,99706,0.765,0,0.122,-7.495,0,0.0513,135.957,0.241
hiphop,Vic Mensa,Homewrecker,54,0.256,0.512,248107,0.806,0,0.0789,-5.247,1,0.133,85.647,0.36
hiphop,Eminem,Framed,60,0.0136,0.744,252960,0.827,0,0.272,-2.972,1,0.113,145.972,0.735
hiphop,Mike Stud,W.I.N.,58,0.228,0.794,170057,0.498,3.05E-05,0.0929,-8.661,0,0.115,76.022,0.215
hiphop,Night Lovell,CAN'T LOSE YOU,58,0.474,0.82,157612,0.57,0.000347,0.109,-6.163,1,0.0361,133.908,0.0971
hiphop,EARTHGANG,Momma Told Me,53,0.438,0.572,234893,0.79,0,0.989,-6.573,1,0.461,79.87,0.416
hiphop,Childish Gambino,Pop Thieves (Make It Feel Good),55,0.0755,0.489,309480,0.83,1.15E-05,0.105,-8.546,0,0.0703,104.815,0.0741
hiphop,Gorillaz,Tomorrow Comes Today,53,0.0071,0.751,193600,0.596,0.57,0.103,-4.594,1,0.0302,93.213,0.561
hiphop,Childish Gambino,Les,52,0.00654,0.524,317293,0.674,9.30E-05,0.221,-7.038,0,0.0895,102.901,0.128
hiphop,Nas,NY Se Mumbai,57,0.129,0.753,228101,0.836,1.32E-06,0.409,-7.572,0,0.204,104.983,0.278
hiphop,Ja Rule,I'm Real - Murder Remix,53,0.412,0.706,252933,0.624,0,0.139,-5.978,0,0.13,83.506,0.563
hiphop,Moneybagg Yo,Oh Fuck,54,0.00708,0.824,110367,0.55,0,0.126,-6.545,0,0.313,148.096,0.648
hiphop,Wale,Right Here (feat. Eric Bellinger),58,0.548,0.46,221569,0.736,0,0.101,-4.3,0,0.471,177.056,0.405
hiphop,Future,Drip on Me,55,0.00362,0.834,199840,0.618,2.67E-05,0.126,-7.653,0,0.231,135.889,0.553
hiphop,"nothing,nowhere.",Hopes Up (feat. Dashboard Confessional),57,0.0249,0.541,253560,0.675,0,0.0741,-7.682,1,0.0451,139.926,0.119
hiphop,Kodak Black,Loyal,56,0.283,0.856,165821,0.501,0,0.138,-5.758,0,0.065,97.008,0.335
hiphop,Night Lovell,I'm Okay,59,0.706,0.741,157855,0.775,2.48E-06,0.222,-6.523,0,0.0281,110.996,0.313
hiphop,Freddie Gibbs,Automatic,55,0.0339,0.897,152000,0.583,3.04E-06,0.349,-6.442,1,0.219,120.051,0.314
hiphop,Yandel,Que No Acabe,54,0.0254,0.754,214093,0.793,0,0.123,-4.635,0,0.0458,92.002,0.67
hiphop,Paulo Londra,Dímelo,74,0.0563,0.832,212444,0.71,0,0.086,-5.541,1,0.231,135.107,0.373
hiphop,A$AP Ferg,Dump Dump,55,0.207,0.65,214827,0.638,0,0.266,-5.94,1,0.127,134.044,0.418
hiphop,Gunna,Outta Sight Outta Mind,56,0.159,0.931,234107,0.264,0,0.0921,-15.348,0,0.474,121.016,0.469
hiphop,Moneybagg Yo,Preliminary Hearing,53,0.0248,0.641,180911,0.808,0,0.205,-4.145,0,0.105,160.018,0.527
hiphop,Trey Songz,Animal,61,0.0595,0.542,261213,0.577,1.24E-06,0.357,-6.77,0,0.0824,161.923,0.332
hiphop,Saba,Where It's At,56,0.034,0.626,205600,0.672,6.69E-05,0.106,-5.918,0,0.221,139.214,0.366
hiphop,Mach & Daddy,La Botella,67,0.217,0.746,179213,0.787,4.26E-05,0.0915,-4.443,1,0.0453,117.99,0.917
hiphop,DaBaby,Milli,53,0.121,0.654,120693,0.58,0,0.258,-6.764,1,0.477,131.912,0.278
hiphop,Twista,Slow Jamz,59,0.369,0.569,316053,0.744,0,0.256,-5.757,0,0.181,145.063,0.59
hiphop,Ty Dolla $ign,Or Nah (feat. Wiz Khalifa and DJ Mustard),56,0.0544,0.83,251861,0.33,0,0.119,-9.156,1,0.0485,121.974,0.0744
hiphop,Waka Flocka Flame,For My Dawgs,54,0.189,0.751,201667,0.664,0,0.672,-6.111,1,0.317,155.796,0.686
hiphop,Rae Sremmurd,Chanel (feat. Swae Lee & Pharrell) - From Jxmtro,56,0.0055,0.98,264001,0.713,0,0.106,-4.98,1,0.0468,125.03,0.67
hiphop,Wiz Khalifa,Reach for the Stars (feat. Bone Thugs-N-Harmony),57,0.336,0.736,259474,0.713,0,0.111,-6.944,1,0.237,148.027,0.428
hiphop,Drake,Thank Me Now,52,0.277,0.492,328573,0.769,0,0.126,-4.847,1,0.423,76.51,0.762
hiphop,Yung Simmie,Easy,54,0.0433,0.948,194000,0.465,0,0.105,-8.956,1,0.0968,119.962,0.183
hiphop,Eminem,You’re Never Over,59,0.0193,0.691,305680,0.96,0,0.0626,-1.616,1,0.198,157.02,0.645
hiphop,Mac Miller,The Star Room,54,0.593,0.352,275283,0.676,7.79E-05,0.471,-5.879,1,0.212,79.138,0.352
hiphop,Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,54,0.486,0.503,273640,0.508,0.0102,0.124,-11.094,0,0.52,81.908,0.317
hiphop,A$AP Ferg,Not The Boy,57,0.127,0.714,104947,0.817,3.64E-06,0.116,-5.616,0,0.103,95.434,0.646
hiphop,Gorillaz,Lake Zurich,60,0.000108,0.618,253627,0.886,0.881,0.0821,-6.099,1,0.033,115.082,0.779
hiphop,Tech N9ne,Straight Out the Gate,55,0.0215,0.563,250360,0.754,0,0.653,-6.252,1,0.0601,164.076,0.169
hiphop,Roy Woods,Monday to Monday,57,0.61,0.618,272675,0.589,0,0.188,-6.753,0,0.0388,77.471,0.453
hiphop,BROCKHAMPTON,PALACE,56,0.349,0.552,248555,0.275,0.00441,0.112,-11.691,0,0.0311,85.009,0.148
hiphop,Diddy,Can't Nobody Hold Me Down (feat. Mase),57,0.102,0.928,231160,0.771,1.07E-05,0.338,-5.935,0,0.251,93.987,0.679
hiphop,112,Dance with Me,60,0.0259,0.912,231800,0.511,0,0.0442,-6.365,1,0.203,101.628,0.611
hiphop,Belly,Re Up,54,0.656,0.769,259227,0.498,0,0.105,-9.792,0,0.248,104.054,0.438
hiphop,Nipsey Hussle,Status Symbol 3 (feat. Buddy),54,0.0303,0.71,305173,0.815,0,0.115,-2.625,1,0.219,140.134,0.602
hiphop,Slick Rick,Street Talkin',56,0.0584,0.936,221200,0.484,0,0.0983,-7.829,0,0.332,101.765,0.839
hiphop,Usher,Scream,64,0.00117,0.616,234693,0.862,0,0.179,-5.18,0,0.0973,127.992,0.569
hiphop,Wifisfuneral,Genesis,55,0.0517,0.898,194299,0.886,0,0.0771,-5.972,1,0.363,84.104,0.687
hiphop,Young Dolph,On God,54,0.0189,0.885,197853,0.578,0,0.089,-6.41,1,0.372,145.01,0.453
hiphop,Ludacris,Area Codes,58,0.405,0.867,303027,0.692,0,0.671,-7.125,0,0.366,101.027,0.637
hiphop,DJ Khaled,No New Friends - SFTB Remix,56,0.00589,0.703,308333,0.681,0,0.449,-6.356,1,0.133,124.928,0.245
hiphop,Kendrick Lamar,For Free? - Interlude,57,0.588,0.526,130893,0.896,0,0.37,-4.708,1,0.197,129.313,0.745
hiphop,6LACK,Rules,58,0.178,0.682,211867,0.758,0.00158,0.0964,-6.13,0,0.155,147.045,0.638
hiphop,EARTHGANG,Off the Lot (feat. Mereba),53,0.19,0.651,261462,0.564,0.0046,0.181,-7.111,1,0.149,82.9,0.366
hiphop,BROCKHAMPTON,SOMETHING ABOUT HIM,57,0.579,0.702,93547,0.64,0,0.14,-9.108,1,0.18,79.924,0.619
hiphop,Smino,FENTY SEX (with Dreezy),56,0.71,0.563,214977,0.521,3.27E-06,0.148,-9.782,0,0.3,142.683,0.61
hiphop,South Park Mexican,Wiggy,54,0.00036,0.823,275107,0.657,0.00147,0.147,-6.578,1,0.203,96.084,0.112
hiphop,Logic,Deeper Than Money,54,0.149,0.738,257640,0.879,0,0.102,-4.444,0,0.245,90.338,0.893
hiphop,JAY Z,Big Pimpin' / Papercut,58,0.196,0.765,156320,0.938,0.000687,0.485,-2.718,1,0.0481,138.312,0.965
hiphop,Reo Cragun,Inconsiderate,55,0.498,0.651,225609,0.482,1.39E-06,0.103,-9.704,0,0.167,114.646,0.296
hiphop,Young Dolph,But I'm Bulletproof,54,0.038,0.828,201345,0.442,9.28E-06,0.0909,-8.587,1,0.342,142.06,0.34
hiphop,JID,General,54,0.25,0.708,198298,0.675,0,0.19,-6.351,0,0.481,78.655,0.599
hiphop,Yo Gotti,Down In the DM - Remix,56,0.00243,0.791,259072,0.634,5.43E-05,0.0812,-7.684,0,0.0639,152.961,0.323
hiphop,21 Savage,Baby Girl,58,0.00781,0.852,169093,0.459,0.119,0.133,-9.658,1,0.391,163.021,0.157
hiphop,Getter,On My Way Out,59,0.388,0.517,330947,0.685,0.0133,0.0713,-7.728,1,0.055,95.018,0.231
hiphop,Childish Major,Happy Birthday (feat. SZA & Isaiah Rashad),58,0.0335,0.741,182692,0.78,0.000283,0.117,-6.779,0,0.118,117.098,0.623
hiphop,Big Daddy Kane,Smooth Operator,56,0.0933,0.891,284467,0.319,0.000104,0.0482,-16.099,0,0.333,92.649,0.687
hiphop,Kendrick Lamar,Poe Mans Dreams (His Vice),56,0.619,0.736,261874,0.892,1.14E-06,0.111,-5.217,1,0.28,88.124,0.597
hiphop,Kap G,Top 5 (feat. Playboi Carti),56,0.0665,0.885,161063,0.671,0,0.0963,-7.146,0,0.109,155.015,0.926
hiphop,Thundercat,Friend Zone,51,0.258,0.589,192511,0.83,0.00292,0.114,-4.961,1,0.0352,106.995,0.239
hiphop,Migos,What The Price,59,0.293,0.786,248506,0.625,0,0.15,-4.194,1,0.0542,123.983,0.216
hiphop,Gucci Mane,P**** Print (feat. Kanye West),55,0.212,0.921,215373,0.373,0,0.105,-11.513,1,0.328,125.981,0.179
hiphop,Jaden Smith,L,58,0.36,0.485,143353,0.604,0,0.434,-9.092,0,0.112,108.058,0.399
hiphop,Hermitude,HyperParadise - Flume Remix,61,0.0453,0.603,268307,0.827,0.619,0.0833,-7.372,1,0.0714,144.992,0.311
hiphop,Ice Cube,Friday,55,0.0762,0.698,229827,0.747,3.51E-06,0.102,-4.202,1,0.0612,186.109,0.663
hiphop,Shoreline Mafia,Poppin It (feat. Stinc Team),54,0.0473,0.813,280253,0.502,0,0.104,-8.126,0,0.332,79.008,0.357
hiphop,Chief Keef,Glory Bridge (feat. A Boogie Wit da Hoodie),54,0.0428,0.784,168000,0.634,0,0.0831,-7.321,1,0.386,79.927,0.332
hiphop,Aminé,Squeeze,55,0.304,0.746,111867,0.513,1.03E-06,0.083,-7.173,0,0.361,157.993,0.699
hiphop,BROCKHAMPTON,GAMBA,56,0.314,0.652,202228,0.511,0.00267,0.163,-8.055,1,0.0916,95.045,0.296
hiphop,Public Enemy,harder than you think,62,0.0317,0.458,249522,0.852,0,0.0547,-4.442,0,0.276,104.021,0.765
hiphop,Burna Boy,Gbona,64,0.564,0.806,187815,0.813,0.000141,0.105,-5.868,0,0.158,93.88,0.943
hiphop,DaBaby,Off Top,53,0.0495,0.769,180200,0.624,0,0.0597,-7.729,1,0.309,159.974,0.613
hiphop,KB,Long Live the Champion,54,0.00795,0.691,263118,0.795,0,0.0878,-4.082,0,0.0972,137.994,0.628
hiphop,Aventura,Enseñame a Olvidar,62,0.467,0.78,348827,0.491,0,0.0972,-8.793,1,0.0443,124.968,0.912
hiphop,Gucci Mane,St. Brick Intro,53,0.338,0.796,145147,0.597,0,0.212,-6.907,0,0.387,149.94,0.416
hiphop,bbno$,thankful,59,0.796,0.763,174222,0.444,0,0.104,-7.635,1,0.0356,135.03,0.603
hiphop,Guy,Let's Chill,55,0.0791,0.574,323827,0.399,0,0.0383,-12.866,0,0.0363,74.555,0.52
hiphop,Kid Cudi,Simple As...,52,0.261,0.802,151333,0.753,0.0002,0.581,-4.718,1,0.112,95.011,0.506
hiphop,Eminem,Infinite,58,0.293,0.637,251707,0.862,0,0.217,-4.343,0,0.191,82.019,0.573
hiphop,Skizzy Mars,American Dream,56,0.13,0.659,206765,0.806,5.80E-06,0.127,-4.255,1,0.289,187.993,0.814
hiphop,"quickly, quickly",Blingblingbling,60,0.335,0.54,104096,0.457,0.706,0.118,-6.6,1,0.317,167.77,0.642
hiphop,21 Savage,Thug Life,57,0.159,0.8,263427,0.467,0,0.653,-9.974,1,0.45,132.054,0.307
hiphop,Ryan Caraveo,Perfect World,57,0.0496,0.825,210608,0.611,0,0.33,-7.728,1,0.184,115.015,0.539
hiphop,Bas,Fragrance (feat. Correy C),54,0.076,0.749,217200,0.569,0,0.122,-5.457,1,0.0529,138.054,0.545
hiphop,Kevin Roldan,Pa Tu Casa,68,0.344,0.734,291453,0.66,0,0.0591,-4.49,1,0.11,159.871,0.649
hiphop,Cypress Hill,(Rock) Superstar,60,0.0141,0.797,276867,0.762,1.05E-05,0.064,-6.972,1,0.259,94.224,0.722
hiphop,Bone Crusher,Never Scared (feat. Killer Mike & T.I.) - Club Mix,55,0.00924,0.586,316133,0.927,1.85E-06,0.344,-4.077,0,0.194,73.023,0.528
hiphop,Tee Grizzley,Real Ni**as,53,0.0915,0.735,222087,0.672,0,0.163,-5.747,1,0.156,147.932,0.759
hiphop,Noriel,Desperte Sin Ti (Remix),64,0.17,0.738,319587,0.62,0,0.0773,-7.413,1,0.0661,115.031,0.204
hiphop,"Gotay ""El Autentiko""",Yo Me La Robé,68,0.368,0.82,221480,0.549,0.000115,0.2,-6.514,1,0.134,99.958,0.266
hiphop,Chris Travis,Crunch Time,57,0.304,0.844,233273,0.709,0,0.517,-1.322,0,0.0544,109.959,0.101
hiphop,Quavo,FUCK 12 (feat. Offset),59,0.767,0.841,264920,0.678,0,0.4,-4.664,0,0.189,121.023,0.717
indie,Halsey,Without Me,97,0.297,0.752,201661,0.488,9.11E-06,0.0936,-7.05,1,0.0705,136.041,0.533
indie,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),87,0.0116,0.464,239507,0.852,0,0.108,-3.804,1,0.067,160.075,0.233
indie,Grouplove,Tongue Tied,80,0.00847,0.56,218013,0.936,0,0.161,-5.835,1,0.0439,112.96,0.371
indie,The Killers,Mr. Brightside,80,0.00108,0.33,222587,0.936,0,0.0926,-3.66,1,0.0917,148.112,0.234
indie,Lord Huron,The Night We Met,78,0.968,0.441,208227,0.379,0.262,0.639,-9.545,1,0.0449,174.118,0.105
indie,Rex Orange County,Loving Is Easy,80,0.217,0.756,155720,0.609,0.00474,0.096,-7.927,1,0.0544,117.023,0.537
indie,Halsey,Bad At Love,81,0.0604,0.675,181279,0.751,0,0.0893,-3.539,1,0.0296,118.384,0.612
indie,Rex Orange County,Sunflower,80,0.646,0.384,252231,0.765,0.00352,0.522,-4.463,1,0.0579,129.903,0.567
indie,Bryce Vine,Drew Barrymore,78,0.493,0.763,190472,0.572,0.00118,0.106,-7.312,0,0.0595,151.93,0.25
indie,Dermot Kennedy,Power Over Me,84,0.0519,0.42,206960,0.843,0,0.106,-4.231,0,0.121,173.827,0.491
indie,Rex Orange County,Best Friend,79,0.395,0.575,262231,0.714,0,0.115,-5.247,1,0.0596,144.982,0.32
indie,James Blake,Mile High (feat. Travis Scott & Metro Boomin),79,0.403,0.754,193600,0.37,6.22E-05,0.107,-9.854,0,0.12,114.941,0.228
indie,Vance Joy,Riptide,78,0.431,0.484,204280,0.731,0,0.151,-6.694,1,0.0379,101.654,0.51
indie,Halsey,Without Me (with Juice WRLD),81,0.351,0.742,228816,0.515,0,0.184,-6.103,1,0.0747,136.02,0.452
indie,Foster The People,Pumped Up Kicks,83,0.145,0.733,239600,0.71,0.115,0.0956,-5.849,0,0.0292,127.975,0.965
indie,lovelytheband,broken,78,0.00175,0.666,204878,0.728,4.26E-06,0.0429,-5.808,1,0.0419,122.996,0.51
indie,Peter Manos,In My Head,80,0.745,0.499,214533,0.181,0.00123,0.106,-15.359,0,0.0429,111.956,0.0747
indie,G-Eazy,Him & I (with Halsey),82,0.0534,0.589,268867,0.731,0,0.308,-6.343,1,0.0868,87.908,0.191
indie,WALK THE MOON,Shut Up and Dance,80,0.00701,0.578,199080,0.866,0,0.257,-3.804,1,0.0619,128.038,0.619
